"workclass","occupation","capital-gain","capital-loss","hours-per-week","native-country","earnings-probability"
"Private","Machine-op-inspct",2964,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Other-service",3942,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,1902,65,"United-States",">50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Local-gov","Exec-managerial",0,0,35,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,60,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Craft-repair",5178,0,75,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Exec-managerial",0,0,80,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"Germany","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Craft-repair",0,0,50,"United-States",">50K"
"Private","Adm-clerical",0,0,25,"United-States","<=50K"
"Federal-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,32,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,60,"United-States","<=50K"
"Private","Sales",0,0,35,"United-States",">50K"
"Private","Other-service",0,0,16,"United-States","<=50K"
"Private","Protective-serv",0,0,40,"Puerto-Rico","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,65,"United-States","<=50K"
"Private","Transport-moving",0,0,50,"United-States",">50K"
"Private","Sales",7298,0,55,"United-States",">50K"
"State-gov","Protective-serv",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,60,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Tech-support",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,30,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,48,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,25,"United-States","<=50K"
"Private","Exec-managerial",0,0,5,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,50,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Cambodia","<=50K"
"Private","Exec-managerial",0,0,40,"Mexico","<=50K"
"Private","Handlers-cleaners",0,0,16,"United-States","<=50K"
"State-gov","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,60,"United-States","<=50K"
"Self-emp-not-inc","Transport-moving",0,0,60,"United-States","<=50K"
"Private","Exec-managerial",0,0,42,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,22,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,16,"United-States",">50K"
"Private","Exec-managerial",99999,0,50,"United-States",">50K"
"Private","Exec-managerial",0,0,45,"United-States","<=50K"
"State-gov","Adm-clerical",3103,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,8,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,8,"United-States","<=50K"
"State-gov","Tech-support",0,0,20,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,1980,48,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,60,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,30,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"Iran","<=50K"
"State-gov","Prof-specialty",0,0,20,"United-States",">50K"
"Local-gov","Prof-specialty",0,0,45,"United-States",">50K"
"Private","Exec-managerial",0,0,45,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,32,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,45,"United-States","<=50K"
"Federal-gov","Tech-support",0,0,45,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,34,"Philippines","<=50K"
"Private","Exec-managerial",0,0,54,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,44,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"Germany","<=50K"
"Private","Craft-repair",0,0,10,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Other-service",0,1721,20,"United-States","<=50K"
"Federal-gov","Armed-Forces",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,32,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,35,"United-States",">50K"
"State-gov","Adm-clerical",0,0,40,"Jamaica","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Local-gov","Craft-repair",0,0,35,"Outlying-US(Guam-USVI-etc)","<=50K"
"Private","Sales",3325,0,50,"United-States","<=50K"
"Private","Transport-moving",0,0,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,25,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",2885,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,43,"United-States","<=50K"
"Private","Other-service",0,0,6,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,48,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Sales",0,1602,3,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,2415,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,20,"Columbia","<=50K"
"Local-gov","Handlers-cleaners",0,0,66,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Federal-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,32,"United-States","<=50K"
"Private","Sales",0,0,40,"Ecuador","<=50K"
"Private","Prof-specialty",0,0,20,"United-States","<=50K"
"Private","Tech-support",3325,0,40,"United-States","<=50K"
"Self-emp-inc","Adm-clerical",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Sales",0,0,50,"United-States",">50K"
"Private","Sales",0,1876,50,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,32,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,50,"United-States",">50K"
"Private","Exec-managerial",0,1887,55,"United-States",">50K"
"Private","Transport-moving",0,0,50,"United-States","<=50K"
"Private","Sales",4386,0,45,"United-States",">50K"
"Private","Prof-specialty",0,0,45,"United-States",">50K"
"Private","Transport-moving",0,0,40,"Mexico","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"England",">50K"
"Private","Adm-clerical",0,0,38,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",99999,0,40,"United-States",">50K"
"Private","Tech-support",3325,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,1977,50,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,35,"United-States","<=50K"
"Private","Prof-specialty",0,0,15,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States",">50K"
"Local-gov","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Exec-managerial",3908,0,47,"United-States","<=50K"
"Private","Prof-specialty",0,0,36,"United-States","<=50K"
"Private","Prof-specialty",0,0,10,"United-States","<=50K"
"Private","Farming-fishing",0,0,30,"United-States","<=50K"
"Federal-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,35,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Adm-clerical",4865,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Philippines","<=50K"
"Private","Tech-support",0,0,36,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,15,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Sales",3432,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"State-gov","Adm-clerical",0,0,15,"Japan","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,30,"Nicaragua","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",7688,0,55,"United-States",">50K"
"Private","Machine-op-inspct",0,1887,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,45,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,20,"United-States","<=50K"
"Private","Adm-clerical",0,0,45,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,10,"United-States","<=50K"
"Private","Sales",6849,0,40,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"Mexico","<=50K"
"Private","Exec-managerial",0,0,15,"United-States",">50K"
"Private","Handlers-cleaners",0,0,10,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",7298,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,1590,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Sales",0,0,15,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,48,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Federal-gov","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,72,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Exec-managerial",10520,0,50,"United-States",">50K"
"Self-emp-not-inc","Other-service",0,0,25,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Craft-repair",0,0,38,"United-States","<=50K"
"Private","Adm-clerical",0,0,48,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,60,"United-States","<=50K"
"Private","Exec-managerial",15024,0,38,"United-States",">50K"
"Private","Handlers-cleaners",0,0,30,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States","<=50K"
"Private","Tech-support",0,0,16,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Mexico","<=50K"
"Private","Adm-clerical",0,0,42,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"Columbia","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,42,"United-States",">50K"
"Local-gov","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,60,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,0,50,"United-States",">50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Federal-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,60,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Other-service",0,0,21,"United-States","<=50K"
"Private","Transport-moving",0,1980,60,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Germany",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,48,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Sales",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Local-gov","Prof-specialty",0,2051,40,"United-States","<=50K"
"Private","Sales",3674,0,50,"United-States","<=50K"
"Private","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,70,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Columbia","<=50K"
"Private","Adm-clerical",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",2885,0,80,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,65,"United-States",">50K"
"Private","Adm-clerical",0,0,12,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,25,"United-States","<=50K"
"Private","Sales",0,0,20,"Mexico","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Private","Exec-managerial",14084,0,50,"United-States",">50K"
"Self-emp-not-inc","Exec-managerial",0,0,8,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,1887,40,"United-States",">50K"
"Private","Craft-repair",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,25,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,48,"United-States",">50K"
"State-gov","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Exec-managerial",6849,0,60,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",2463,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,15,"United-States","<=50K"
"Private","Other-service",0,0,26,"United-States","<=50K"
"Private","Other-service",0,0,80,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",0,1887,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,35,"United-States","<=50K"
"Local-gov","Other-service",0,0,40,"Poland","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
